"variable","group","storage_type","non_missing","pct_non_missing","unique_non_missing","min","q1","median","mean","q3","max","example_values"
"temp_mar_degC","air_temperature","numeric",498,62.5,412,-24.3803585371662,-2.23874715169269,4.80666835361059,4.95641691175398,7.26378748575848,27.8925150967183,
"temp_apr_degC","air_temperature","numeric",498,62.5,412,-13.1333859771797,3.25020973205568,7.95868299211777,8.25975378368398,11.1232388475206,28.3159849350062,
"temp_may_degC","air_temperature","numeric",498,62.5,412,-0.0528479003906023,8.90525956895618,11.3766277737088,11.9521046256655,13.8499931368264,27.2650438004833,
"temp_jun_degC","air_temperature","numeric",498,62.5,412,4.5109704589844,12.0131327311198,14.333105597602,15.2585482797426,18.797261377933,28.3618953450521,
"temp_jul_degC","air_temperature","numeric",498,62.5,412,4.35844011579243,14.1033046976725,16.4835266452366,17.1264873017347,21.0445182745797,30.2786090087891,
"temp_aug_degC","air_temperature","numeric",498,62.5,412,4.84318196614586,13.4332705503521,15.8974458975744,16.5687079565316,20.0142534127972,30.1368906656901,
"temp_sep_degC","air_temperature","numeric",498,62.5,412,-0.230434163411436,10.4651988423666,13.5336518351237,13.8805822934318,16.1012525341558,27.3923494466146,
"temp_oct_degC","air_temperature","numeric",498,62.5,412,-11.0735646886633,5.96160968356665,10.2052573358445,10.0788030483075,12.206226007909,29.023207397461,
"temp_nov_degC","air_temperature","numeric",498,62.5,412,-25.2261898991459,0.308842691594927,5.57758640598609,5.81815724636788,8.64802368164065,29.6213854980469,
"temp_dec_degC","air_temperature","numeric",498,62.5,412,-32.4906948983593,-5.23801411495602,2.26371350675018,2.77082268890739,6.60513929934117,28.9858159320653,
"precip_1979_mm_per_day","precipitation","numeric",511,64.1,255,0.270979056755702,1.94851100693146,2.55281068384647,2.79137567332571,3.67145165304343,7.86629077295462,
"precip_1980_mm_per_day","precipitation","numeric",511,64.1,255,0.239706177885334,1.80284761513273,2.27990993360678,2.51715886759257,2.95709416021904,7.92052755863578,
"precip_1981_mm_per_day","precipitation","numeric",511,64.1,255,0.286617467024674,2.15445351786911,2.61770518869162,2.81683144813149,3.21855313082536,8.79911836209121,
"precip_1982_mm_per_day","precipitation","numeric",511,64.1,255,0.402735501527786,1.81501087572958,2.47190116345882,2.73101898195937,3.36180049894999,8.85555791192585,
"precip_1983_mm_per_day","precipitation","numeric",511,64.1,255,0.324911007036765,2.04835501809915,2.54816404879093,2.88499831061095,3.49801715215047,8.37771236896515,
"precip_1984_mm_per_day","precipitation","numeric",511,64.1,255,0.273569793750842,2.11130308484038,2.46997151027123,2.76855466787208,3.49277116854986,8.93925494858713,
"precip_1985_mm_per_day","precipitation","numeric",511,64.1,255,0.430778097361326,1.93685442209244,2.45959746482826,2.62283956862802,3.22908369451761,8.14307072758675,
"precip_1986_mm_per_day","precipitation","numeric",511,64.1,255,0.339600914468368,2.01622290808397,2.46522393325965,2.73798639192117,3.36142246934275,9.00580999365559,
"precip_1987_mm_per_day","precipitation","numeric",511,64.1,255,0.331867516040802,1.90771157493194,2.31720037509998,2.60015489401601,3.24898800705116,8.60837952958213,
"precip_1988_mm_per_day","precipitation","numeric",511,64.1,255,0.268864289857447,1.9523878529047,2.38602444141482,2.62001692565855,3.22129497478406,8.37899068314018,
"precip_1989_mm_per_day","precipitation","numeric",511,64.1,255,0.29844836020978,1.8579049197336,2.20677660778165,2.60358996118637,3.37962691113353,8.81195423503717,
"precip_1990_mm_per_day","precipitation","numeric",511,64.1,255,0.144712811801583,1.91054380685091,2.43674666682879,2.78665689088489,3.47902910411358,8.62513638626445,
"precip_1991_mm_per_day","precipitation","numeric",511,64.1,255,0.250257692610224,1.89846943815549,2.19887494047483,2.56530251353438,3.2459260962593,7.93656453896653,
"precip_1992_mm_per_day","precipitation","numeric",511,64.1,255,0.262201402336359,2.15825947125753,2.55951660871506,2.74781938730877,3.23548990425965,7.77836535735564,
"precip_1993_mm_per_day","precipitation","numeric",511,64.1,255,0.297735334684451,1.96338372511996,2.51642294228077,2.76283569499554,3.486983542641,8.98201863693468,
"precip_1994_mm_per_day","precipitation","numeric",511,64.1,255,0.230708103316526,1.64128185808659,2.49143369744221,2.66520839080797,3.39289288719495,9.00549963006267,
"precip_1995_mm_per_day","precipitation","numeric",511,64.1,255,0.263966210186481,2.01368484894435,2.33065906291207,2.64802461453586,3.18242025557492,7.91924196572015,
"precip_1996_mm_per_day","precipitation","numeric",511,64.1,255,0.238939444068819,1.78086962985495,2.23169455677271,2.62604506340044,3.13698638478915,8.53339634971185,
"precip_1997_mm_per_day","precipitation","numeric",511,64.1,255,0.285116017796099,1.84536352753639,2.25390114386876,2.55252568361859,3.27812338123719,7.58114742018558,
"precip_1998_mm_per_day","precipitation","numeric",511,64.1,255,0.290661967980365,2.37036761641502,2.74937978759408,2.96499452124298,3.57831820260149,8.18520879203623,
"precip_1999_mm_per_day","precipitation","numeric",511,64.1,255,0.334919632102052,2.02164906660716,2.56065588692824,2.81659029127548,3.45059721171856,8.78843776164232,
"precip_2000_mm_per_day","precipitation","numeric",511,64.1,255,0.172868045629002,2.23174744717674,2.88893126944701,2.95892001723365,3.44834393635392,8.82077088500514,
"precip_2001_mm_per_day","precipitation","numeric",511,64.1,255,0.0840006951863567,2.00225355786581,2.53370188176632,2.61838312236203,3.05593473674395,8.54295974528348,
"precip_2002_mm_per_day","precipitation","numeric",511,64.1,255,0.21744824332806,1.57554146212836,2.61062193910281,2.64348597004715,3.54798433184624,8.94386912792018,
"precip_2003_mm_per_day","precipitation","numeric",511,64.1,255,0.671785737077395,1.79537813055019,2.07557406400641,2.53474052313565,2.93004402518272,8.7374534562782,
"precip_2004_mm_per_day","precipitation","numeric",511,64.1,255,0.350799103577932,2.00438522174954,2.52606785255174,2.76621286214109,3.42936683694522,8.36595428762612,
"precip_2005_mm_per_day","precipitation","numeric",511,64.1,255,0.594406886647145,1.91313434640567,2.26904103408257,2.65878984045062,3.20708855986595,8.31731428702672,
"precip_2006_mm_per_day","precipitation","numeric",511,64.1,255,0.583784174794952,1.84471950183312,2.3651418959101,2.6719064150002,3.42619260152181,9.59410361007408,
"precip_2007_mm_per_day","precipitation","numeric",511,64.1,255,0.41428922334065,2.0258587449789,2.63494189083576,2.78874735829597,3.29272012412548,9.28412381697584,
"precip_2008_mm_per_day","precipitation","numeric",511,64.1,255,0.4280248247087,2.04700925822059,2.69024483213822,2.90580834849287,3.6571679264307,8.75057065707666,
"precip_2009_mm_per_day","precipitation","numeric",511,64.1,255,0.452351598689954,1.76690400826434,2.37982637683551,2.69719405410949,3.62718640019497,9.15280083373741,
"precip_2010_mm_per_day","precipitation","numeric",511,64.1,255,0.481330158809821,1.98065462211768,2.4354928607742,2.65330844092723,2.97790351311366,8.37100037638888,
"precip_2011_mm_per_day","precipitation","numeric",511,64.1,255,0.683632409200072,1.93011060357094,2.39798509081205,2.73596614844574,3.17703112463157,8.54629815076337,
"precip_2012_mm_per_day","precipitation","numeric",511,64.1,255,0.505336694419384,2.1361005610476,2.71241994698842,2.80069165363939,3.39952025810877,8.25418987689596,
"precip_2013_mm_per_day","precipitation","numeric",511,64.1,255,0.450196575373411,1.90187518795331,2.29246832927068,2.59958086392447,3.30442061026891,8.61732726406168,
"precip_2014_mm_per_day","precipitation","numeric",511,64.1,255,0.586915771933491,1.90534303088983,2.55569931368033,2.6411575556912,3.18781618277232,8.68716381435041,
"precip_2015_mm_per_day","precipitation","numeric",511,64.1,255,0.470170634488265,2.06851408382257,2.54672775665919,2.67880672579335,3.21486855112016,8.28653609090381,
"precip_2016_mm_per_day","precipitation","numeric",511,64.1,255,0.434399828314781,2.09293488395356,2.44574024379253,2.58489643802722,3.00059130539497,7.8139812187715,
"precip_2017_mm_per_day","precipitation","numeric",511,64.1,255,0.69242151081562,2.00310440113147,2.37073822754125,2.64291933310506,3.24737147531575,8.38232038418452,
"precip_2018_mm_per_day","precipitation","numeric",511,64.1,255,0.619590772218847,1.52649621399386,2.19293716549873,2.49120384159345,3.27362345655759,8.02551169558005,
"precip_2019_mm_per_day","precipitation","numeric",511,64.1,255,0.526325970577697,1.9111218303442,2.54740546643734,2.68908019105302,3.42773015797138,8.94022864986349,
"precip_2020_mm_per_day","precipitation","numeric",511,64.1,255,0.588674999773502,2.15478264573547,2.65617959698041,2.77333736823399,3.41512703771392,7.80773071448008,
"precip_2021_mm_per_day","precipitation","numeric",511,64.1,255,0.546826840688785,2.01775642148116,2.41081464771802,2.62991848207632,3.12661484773789,8.60256273457498,
"precip_2022_mm_per_day","precipitation","numeric",511,64.1,255,0.389789721928537,1.65625448897481,2.03054851955838,2.38637692073291,2.87944652084951,9.24670442938805,
"precip_jan_mm_per_day","precipitation","numeric",511,64.1,260,0.110361903796721,1.81607822972265,2.5866859167383,2.89441256973297,3.55355137451129,10.5198286483427,
"precip_feb_mm_per_day","precipitation","numeric",511,64.1,260,0.328449092784542,1.62885465048656,2.28069963035258,2.69787067597367,3.34276220744306,11.0083347744756,
"precip_mar_mm_per_day","precipitation","numeric",511,64.1,260,0.348713388327848,1.5732280402021,2.11590491646731,2.5462203669355,3.13579709963365,10.7497104198375,
"precip_apr_mm_per_day","precipitation","numeric",511,64.1,260,0.261297498711699,1.39869232385448,1.95678764109178,2.33234879519824,2.65545691041784,11.4617221179334,
"precip_may_mm_per_day","precipitation","numeric",511,64.1,260,0.140764430914869,1.56424552809481,2.01716220107946,2.44429178724351,3.05820275030353,12.540143430233,
"precip_jun_mm_per_day","precipitation","numeric",511,64.1,260,0.0475066624401072,2.00730165500533,2.42385004054416,2.60584054746772,3.28788477651647,10.8793811621991,
"precip_jul_mm_per_day","precipitation","numeric",511,64.1,260,0.066668738980132,1.8977773923314,2.46725606054745,2.5706157308026,3.16306518429479,9.44942854957663,
"precip_aug_mm_per_day","precipitation","numeric",511,64.1,260,0.0882541639955228,2.13575998863036,2.67218534946442,2.6562619133169,3.26393335290027,11.3107388019562,
"precip_sep_mm_per_day","precipitation","numeric",511,64.1,260,0.249008054952438,2.00218928317455,2.37402426112782,2.6067827550669,3.23408020355485,9.18152823123065,
"precip_oct_mm_per_day","precipitation","numeric",511,64.1,260,0.394741222641409,2.10929442718337,2.72808984268543,2.8747947882365,3.54286425257491,8.72993735379951,
"precip_nov_mm_per_day","precipitation","numeric",511,64.1,260,0.436604933894199,2.09271795054277,2.8112037708593,3.00092355415681,3.59923736716426,9.87548052432925,
"precip_dec_mm_per_day","precipitation","numeric",511,64.1,260,0.170497225717165,1.89915835332385,2.85712689022685,3.08223231655847,3.84337673630825,10.0668902563012,
"elevation_median_m","elevation","numeric",505,63.4,366,14,124,250,512.278217821782,484,3573.5,
"elevation_mean_m","elevation","numeric",505,63.4,476,13.6439790575916,132.263235729074,283.666666666667,540.706305874837,596.909604742046,3583.81818181818,
"elevation_min_m","elevation","numeric",505,63.4,236,-118,8,43,258.186138613861,197,3539,
"elevation_max_m","elevation","numeric",505,63.4,332,17,278,581,1211.39801980198,1561,6139,
"basin_slope_median_degree","basin_slope","numeric",457,57.3,429,0.0251835191259847,0.417197301699691,0.863787253232785,1.78963360153339,1.97692916161173,17.2565073778357,
"basin_slope_mean_degree","basin_slope","numeric",457,57.3,429,0.0269718666890217,0.539631693879307,1.22367648826556,2.15765653692999,2.58826537099439,16.5874180586157,
"basin_slope_min_degree","basin_slope","numeric",457,57.3,231,0,0,1.20915992762318e-15,0.137134057317641,0.0415220007869018,8.13699346869686,
"basin_slope_max_degree","basin_slope","numeric",457,57.3,373,0.0858133311447981,3.07607899422787,6.85946828305625,12.0306719987817,18.3616749229774,49.5042776766825,
"major_land","other","character",484,60.7,10,,,,,,,"cropland | deciduous_broadleaf_forest | deciduous_needleleaf_forest | evergreen_broadleaf_forest | evergreen_needleleaf_forest"
"land_evergreen_needleleaf_forest","other","numeric",266,33.4,214,0.00356341089691052,2.00383108460479,35.766652524081,40.2658723888008,77.2132801675151,100,
"land_tundra","other","numeric",95,11.9,91,0.00025634354136039,0.051404316756538,2.11245133703491,10.4910733138631,14.4189449429415,100,
"land_barren_or_sparsely_vegetated","other","numeric",61,7.7,59,0.00144706910623224,0.0894946991601267,0.298537586302591,1.2511087603772,0.781682772204099,24.2627345844504,
"land_cropland","other","numeric",403,50.6,364,0.00184812966477728,3.66635797354131,44.2130549818712,48.0237267507524,93.6223708183938,100,
"land_evergreen_broadleaf_forest","other","numeric",63,7.9,63,0.00332119059438824,7.98497304551732,22.7730594509184,31.9220772637352,53.0187548367267,99.3402901084492,
"land_mixed_forest","other","numeric",263,33,230,0.00378000378000378,0.944777193709135,5.11823415337442,14.5523806482425,16.8693065189343,100,
"land_shrubland_grassland","other","numeric",258,32.4,235,0.00247524752475248,0.738816738628269,11.7056069672597,23.0786253114112,37.9484677311356,100,
"land_urban_and_built_up_land","other","numeric",304,38.1,291,0.00130748176960223,0.123762376237624,0.761111566070211,4.15598268124421,2.53575372592976,95.5479452054795,
"land_wetland","other","numeric",54,6.8,53,0.000291012373846136,0.0134259793003192,0.12298378588987,2.26991221511412,1.61597729822736,45.8563535911602,
"land_deciduous_broadleaf_forest","other","numeric",284,35.6,255,0.00208672426025625,0.387157781706914,1.90550743083663,13.1368982895044,10.609437151531,100,
"land_deciduous_needleleaf_forest","other","numeric",60,7.5,40,0.00503676840938854,0.347842436777287,1.58786456770251,5.88701745741608,6.04091884730026,49.2781699558913,
"major_rock","lithology","character",502,63,16,,,,,,,"carbonate_evaporite | carbonate_evaporite; metamorphic | metamorphic | plutonic | plutonic; metamorphic"
"rocks_volcanic","lithology","numeric",169,21.2,108,0.232378001549187,6.97674418604651,11.9402985074627,26.163446818658,30,100,
"rocks_sedimentary","lithology","numeric",351,44,150,1.69491525423729,44.1561844863731,65.075034106412,62.8632442274157,89.6117216117216,100,
"rocks_carbonate_evaporite","lithology","numeric",194,24.3,91,0.194552529182879,10.7777777777778,33.3333333333333,36.5045350753395,50,100,
"rocks_metamorphic","lithology","numeric",217,27.2,117,0.390625,6.25,32.5,36.9563193357014,50,100,
"rocks_plutonic","lithology","numeric",227,28.5,123,0.0774593338497289,11.1545138888889,27.2727272727273,38.3787562262591,66.6666666666667,100,
"permafrost_median_m","other","numeric",412,51.7,49,0,0,0,0.0264817910586046,0,1,
"permafrost_mean_m","other","numeric",412,51.7,94,0,0,0,0.030193911665508,0,1,
"permafrost_min_m","other","numeric",412,51.7,13,0,0,0,0.00957475380617534,0,1,
"permafrost_max_m","other","numeric",412,51.7,68,0,0,0,0.124939887722258,0,1,
"major_soil","soil","character",497,62.4,10,,,,,,,"alfisols | andisols | entisols | gelisols | inceptisols"
"soil_inceptisols","soil","numeric",414,51.9,381,3.53590034984198e-05,2.76462411718409,22.6988622612913,30.5071327655634,50.6087182779018,100,
"soil_andisols","soil","numeric",76,9.5,74,4.9983502944853e-06,0.00018924288002153,0.0799581233906307,7.92938681092382,2.41420601853436,100,
"soil_gelisols","soil","numeric",75,9.4,63,6.67582233447098e-06,0.00229114807526309,0.0396961440609155,8.99765744812747,0.669232535284201,98.2120528389767,
"soil_alfisols","soil","numeric",321,40.3,315,2.81800995800179e-05,0.0664451827242525,4.48037521599605,16.9027447638368,29.5592864637985,98.9934834505452,
"soil_aridisols","soil","numeric",59,7.4,59,7.47496916874217e-06,0.000143056105314844,0.0471253534401508,3.53725298986839,3.95220081580606,39.5310308417254,
"soil_entisols","soil","numeric",402,50.4,375,7.54609342516426e-05,0.353166158948681,3.75907926322268,12.0122112824622,12.7518552912842,92.8044280442804,
"soil_histosol","soil","numeric",134,16.8,125,4.67307563412969e-05,0.000655451439637318,0.00784632096713613,0.909692239494004,0.204032082425963,21.7440974866717,
"soil_mollisols","soil","numeric",301,37.8,273,1.40239453256858e-05,0.0668658051919474,2.31628906963065,21.6128279171641,40.9847936278059,100,
"soil_oxisol","soil","numeric",95,11.9,86,2.90734599403046e-06,3.64462887477478,63.9708565088868,52.8560193272304,99.6668885017929,100,
"soil_spodosols","soil","numeric",344,43.2,300,1.82735080000504e-05,0.811062140588955,7.53498976006907,29.2303859091975,61.8133789379281,100,
"soil_ultisols","soil","numeric",132,16.6,126,4.5427336544834e-06,0.0260047822107739,0.747765545780837,29.332488670967,71.6154369475803,100,
"soil_vertisols","soil","numeric",78,9.8,78,1.15247324792661e-05,0.000901418848644384,0.0324640223043312,1.96638898841358,0.452370139422584,45.9006642212749,
"Stream_ID","site_id","character",797,100,797,,,,,,,"Amazon__Amazon River at Itapeua | Amazon__Amazon River at Manacapuru | Amazon__Amazon River at Obidos | Amazon__Amazon River at Santo Antonio do Ica | Amazon__Amazon River at Vargem Grande"
"evapotrans_2024_kg_m2","evapotranspiration","numeric",289,36.3,288,184.259058469161,433.818022495423,502.211744793583,519.265748500996,598.518598571347,1297.04041402589,
"evapotrans_2025_kg_m2","evapotranspiration","numeric",288,36.1,287,183.004009909517,426.22604918515,499.70967286858,510.191953067298,589.968803120737,1213.60155627027,
"greenup_cycle0_2024MMDD","greenup","character",388,48.7,114,,,,,,,"2023-11-19 | 2023-11-29 | 2023-12-02 | 2023-12-22 | 2024-01-20"
"greenup_cycle1_2024MMDD","greenup","character",388,48.7,141,,,,,,,"2024-04-09 | 2024-04-15 | 2024-04-20 | 2024-04-21 | 2024-04-23"
"precip_2023_mm_per_day","precipitation","numeric",485,60.9,240,0.456306284914414,2.05993154644966,2.66728364552061,2.74571742448139,3.34714466794616,7.89109355933738,
"precip_2024_mm_per_day","precipitation","numeric",485,60.9,240,0.627739787101746,2.07981051628788,2.76206599507067,2.81606894806385,3.50445168713729,7.58472139568943,
"precip_2025_mm_per_day","precipitation","numeric",485,60.9,240,0.670853229860465,1.96587301459577,2.25796666058401,2.55009973116434,3.24183665712674,8.25059295694033,
"temp_2023_degC","air_temperature","numeric",302,37.9,166,-6.67824183901151,8.11798365444411,11.389245669047,10.4867891947918,12.3757929801941,25.7214563443111,
"temp_2024_degC","air_temperature","numeric",302,37.9,166,-6.28581153849761,8.57697899212751,11.3064288695653,10.6877838233862,12.1747445464134,26.0671245501592,
"temp_2025_degC","air_temperature","numeric",302,37.9,166,-5.63440718315542,8.42271368034805,11.4151516200768,10.6960847895892,12.3580167343219,25.3207241571867,
"temp_2026_degC","air_temperature","numeric",302,37.9,166,-24.0534963607788,-2.71532904108366,4.37316155433655,2.60008335542151,6.87015199661255,25.0553021797767,
"snow_2001_num_days","snow","numeric",450,56.5,421,1,34.315653108492,45.892754914964,52.4604486707237,71.9773283824484,145.05073106319,
"snow_2001_max_prop_area","snow","numeric",450,56.5,405,0.125,0.216627325586895,0.42445471141533,0.438505921110422,0.648426835222354,0.930962311708576,
"snow_2000_num_days","snow","logical",0,0,0,,,,,,,
"snow_2000_max_prop_area","snow","logical",0,0,0,,,,,,,
"npp_2025_kgC_m2_year","npp","numeric",388,48.7,360,0.09655,0.504985231873558,0.605160926299388,0.630030793519065,0.699259199987353,1.662625,
"hydrshds","other","logical",0,0,0,,,,,,,
